Vardas           Pavarde         Galutinis (Vid.)    Galutinis (Med.)    
Vardas35870      Pavardė35870    6.52                6.40                
Vardas35871      Pavardė35871    7.80                8.00                
Vardas35873      Pavardė35873    8.28                8.20                
Vardas35876      Pavardė35876    5.32                5.40                
Vardas35877      Pavardė35877    7.96                8.60                
Vardas35882      Pavardė35882    5.16                4.60                
Vardas35883      Pavardė35883    5.28                5.20                
Vardas35889      Pavardė35889    5.64                5.80                
Vardas35890      Pavardė35890    7.80                7.60                
Vardas35891      Pavardė35891    6.64                6.80                
Vardas35893      Pavardė35893    5.92                6.20                
Vardas35894      Pavardė35894    8.00                7.60                
Vardas35895      Pavardė35895    5.32                5.20                
Vardas35898      Pavardė35898    6.92                6.80                
Vardas35899      Pavardė35899    5.60                6.00                
Vardas35901      Pavardė35901    7.20                7.00                
Vardas35903      Pavardė35903    7.04                6.80                
Vardas35904      Pavardė35904    7.80                8.40                
Vardas35905      Pavardė35905    5.16                5.20                
Vardas35906      Pavardė35906    8.76                8.60                
Vardas35907      Pavardė35907    6.00                6.20                
Vardas35908      Pavardė35908    6.08                6.60                
Vardas35910      Pavardė35910    6.44                6.80                
Vardas35911      Pavardė35911    6.56                6.20                
Vardas35912      Pavardė35912    5.16                5.80                
Vardas35913      Pavardė35913    6.36                6.40                
Vardas35915      Pavardė35915    6.36                6.80                
Vardas35916      Pavardė35916    5.52                5.60                
Vardas35917      Pavardė35917    8.40                8.80                
Vardas35918      Pavardė35918    8.00                8.40                
Vardas35920      Pavardė35920    5.60                5.20                
Vardas35921      Pavardė35921    5.44                5.60                
Vardas35923      Pavardė35923    6.64                6.00                
Vardas35924      Pavardė35924    7.04                7.00                
Vardas35926      Pavardė35926    6.00                5.80                
Vardas35928      Pavardė35928    6.96                7.20                
Vardas35929      Pavardė35929    5.60                5.80                
Vardas35931      Pavardė35931    5.88                5.80                
Vardas35932      Pavardė35932    5.64                5.60                
Vardas35936      Pavardė35936    7.32                7.00                
Vardas35937      Pavardė35937    5.16                5.00                
Vardas35938      Pavardė35938    8.36                8.60                
Vardas35939      Pavardė35939    7.76                7.80                
Vardas35940      Pavardė35940    5.64                5.80                
Vardas35941      Pavardė35941    5.12                5.40                
Vardas35943      Pavardė35943    6.36                6.40                
Vardas35945      Pavardė35945    6.04                6.20                
Vardas35946      Pavardė35946    7.96                8.00                
Vardas35949      Pavardė35949    6.24                7.00                
Vardas35951      Pavardė35951    5.40                5.40                
Vardas35952      Pavardė35952    7.60                7.40                
Vardas35953      Pavardė35953    5.88                6.20                
Vardas35956      Pavardė35956    8.04                7.80                
Vardas35958      Pavardė35958    6.80                7.00                
Vardas35959      Pavardė35959    8.20                8.00                
Vardas35961      Pavardė35961    7.08                7.00                
Vardas35962      Pavardė35962    6.48                6.60                
Vardas35964      Pavardė35964    7.72                7.60                
Vardas35965      Pavardė35965    7.92                8.00                
Vardas35966      Pavardė35966    8.24                8.40                
Vardas35970      Pavardė35970    7.32                7.60                
Vardas35972      Pavardė35972    5.68                5.20                
Vardas35973      Pavardė35973    7.08                7.40                
Vardas35975      Pavardė35975    7.20                7.20                
Vardas35979      Pavardė35979    7.88                7.40                
Vardas35980      Pavardė35980    8.16                8.20                
Vardas35981      Pavardė35981    8.00                7.60                
Vardas35982      Pavardė35982    8.52                8.60                
Vardas35983      Pavardė35983    5.12                5.20                
Vardas35984      Pavardė35984    6.52                7.00                
Vardas35987      Pavardė35987    8.32                8.60                
Vardas35988      Pavardė35988    6.04                5.40                
Vardas35992      Pavardė35992    8.88                8.80                
Vardas35995      Pavardė35995    5.24                5.00                
Vardas35996      Pavardė35996    5.40                5.40                
Vardas35997      Pavardė35997    5.60                5.80                
Vardas35998      Pavardė35998    8.20                8.40                
Vardas36000      Pavardė36000    5.72                5.60                
Vardas36002      Pavardė36002    6.40                6.40                
Vardas36004      Pavardė36004    7.12                7.40                
Vardas36005      Pavardė36005    7.16                7.00                
Vardas36007      Pavardė36007    5.36                5.20                
Vardas36009      Pavardė36009    7.28                7.40                
Vardas36010      Pavardė36010    6.44                6.80                
Vardas36012      Pavardė36012    6.64                6.60                
Vardas36013      Pavardė36013    5.32                5.40                
Vardas36014      Pavardė36014    6.08                6.40                
Vardas36019      Pavardė36019    7.92                8.60                
Vardas36020      Pavardė36020    8.64                9.00                
Vardas36023      Pavardė36023    5.84                6.20                
Vardas36024      Pavardė36024    7.20                6.80                
Vardas36027      Pavardė36027    5.20                5.20                
Vardas36028      Pavardė36028    6.80                7.20                
Vardas36029      Pavardė36029    7.04                7.40                
Vardas36030      Pavardė36030    6.56                6.60                
Vardas36031      Pavardė36031    8.04                7.80                
Vardas36032      Pavardė36032    5.48                5.80                
Vardas36034      Pavardė36034    6.20                5.80                
Vardas36035      Pavardė36035    5.44                5.40                
Vardas36037      Pavardė36037    7.04                7.40                
Vardas36040      Pavardė36040    6.80                7.00                
Vardas36041      Pavardė36041    6.52                6.20                
Vardas36043      Pavardė36043    6.04                6.80                
Vardas36045      Pavardė36045    8.44                8.20                
Vardas36046      Pavardė36046    7.60                7.60                
Vardas36047      Pavardė36047    7.08                7.20                
Vardas36048      Pavardė36048    6.52                6.80                
Vardas36049      Pavardė36049    6.44                6.80                
Vardas36051      Pavardė36051    7.52                7.40                
Vardas36053      Pavardė36053    5.60                6.00                
Vardas36055      Pavardė36055    7.44                7.00                
Vardas36056      Pavardė36056    6.92                6.60                
Vardas36058      Pavardė36058    8.48                8.60                
Vardas36059      Pavardė36059    7.84                8.00                
Vardas36061      Pavardė36061    7.76                7.80                
Vardas36062      Pavardė36062    5.24                5.20                
Vardas36063      Pavardė36063    7.04                7.20                
Vardas36064      Pavardė36064    5.60                5.60                
Vardas36065      Pavardė36065    8.72                9.00                
Vardas36066      Pavardė36066    5.72                6.00                
Vardas36068      Pavardė36068    7.40                7.00                
Vardas36073      Pavardė36073    6.96                7.20                
Vardas36075      Pavardė36075    7.60                7.40                
Vardas36076      Pavardė36076    8.88                9.20                
Vardas36078      Pavardė36078    7.84                8.00                
Vardas36081      Pavardė36081    7.16                7.00                
Vardas36082      Pavardė36082    6.48                7.00                
Vardas36083      Pavardė36083    5.20                5.20                
Vardas36084      Pavardė36084    7.48                7.80                
Vardas36085      Pavardė36085    5.48                5.60                
Vardas36087      Pavardė36087    7.76                7.40                
Vardas36088      Pavardė36088    6.76                6.80                
Vardas36089      Pavardė36089    6.84                7.40                
Vardas36090      Pavardė36090    6.48                6.40                
Vardas36091      Pavardė36091    5.76                5.60                
Vardas36093      Pavardė36093    8.00                8.20                
Vardas36095      Pavardė36095    5.48                5.60                
Vardas36096      Pavardė36096    8.24                8.40                
Vardas36097      Pavardė36097    7.28                7.60                
Vardas36098      Pavardė36098    7.32                7.20                
Vardas36099      Pavardė36099    6.32                6.20                
Vardas36100      Pavardė36100    5.24                5.40                
Vardas36101      Pavardė36101    6.28                6.20                
Vardas36102      Pavardė36102    7.20                7.00                
Vardas36104      Pavardė36104    7.28                7.80                
Vardas36105      Pavardė36105    6.88                7.40                
Vardas36106      Pavardė36106    6.80                6.40                
Vardas36108      Pavardė36108    6.68                6.40                
Vardas36109      Pavardė36109    5.20                5.40                
Vardas36111      Pavardė36111    5.32                5.40                
Vardas36113      Pavardė36113    5.84                6.20                
Vardas36116      Pavardė36116    7.60                7.40                
Vardas36117      Pavardė36117    5.08                5.00                
Vardas36118      Pavardė36118    7.08                7.00                
Vardas36121      Pavardė36121    6.84                6.40                
Vardas36122      Pavardė36122    5.40                5.60                
Vardas36124      Pavardė36124    6.88                7.00                
Vardas36125      Pavardė36125    6.44                7.20                
Vardas36127      Pavardė36127    6.08                6.20                
Vardas36128      Pavardė36128    6.40                6.20                
Vardas36130      Pavardė36130    5.96                5.60                
Vardas36131      Pavardė36131    7.20                6.80                
Vardas36132      Pavardė36132    6.88                6.60                
Vardas36133      Pavardė36133    7.88                8.00                
Vardas36134      Pavardė36134    7.48                7.60                
Vardas36137      Pavardė36137    5.32                5.20                
Vardas36138      Pavardė36138    6.16                6.80                
Vardas36140      Pavardė36140    8.40                8.40                
Vardas36143      Pavardė36143    7.56                7.60                
Vardas36145      Pavardė36145    6.52                6.40                
Vardas36146      Pavardė36146    5.36                5.80                
Vardas36148      Pavardė36148    7.36                7.60                
Vardas36151      Pavardė36151    8.32                8.40                
Vardas36152      Pavardė36152    5.84                5.60                
Vardas36153      Pavardė36153    8.28                8.40                
Vardas36156      Pavardė36156    5.56                5.20                
Vardas36158      Pavardė36158    5.28                5.20                
Vardas36159      Pavardė36159    8.40                8.60                
Vardas36163      Pavardė36163    5.36                5.40                
Vardas36165      Pavardė36165    5.92                6.00                
Vardas36166      Pavardė36166    6.44                6.40                
Vardas36168      Pavardė36168    5.60                6.20                
Vardas36169      Pavardė36169    5.56                5.40                
Vardas36170      Pavardė36170    8.04                8.00                
Vardas36171      Pavardė36171    5.88                5.80                
Vardas36172      Pavardė36172    8.52                8.60                
Vardas36173      Pavardė36173    6.60                6.60                
Vardas36174      Pavardė36174    8.08                7.80                
Vardas36179      Pavardė36179    6.92                6.40                
Vardas36182      Pavardė36182    6.36                5.80                
Vardas36184      Pavardė36184    5.60                5.40                
Vardas36188      Pavardė36188    6.56                6.80                
Vardas36191      Pavardė36191    8.52                8.80                
Vardas36192      Pavardė36192    7.36                7.00                
Vardas36196      Pavardė36196    5.76                5.40                
Vardas36197      Pavardė36197    6.92                7.00                
Vardas36199      Pavardė36199    6.08                6.00                
Vardas36203      Pavardė36203    6.04                6.00                
Vardas36204      Pavardė36204    8.44                8.60                
Vardas36205      Pavardė36205    7.16                7.00                
Vardas36206      Pavardė36206    8.00                8.00                
Vardas36207      Pavardė36207    6.00                5.80                
Vardas36208      Pavardė36208    6.24                5.80                
Vardas36211      Pavardė36211    6.28                6.40                
Vardas36217      Pavardė36217    7.00                7.00                
Vardas36218      Pavardė36218    7.52                7.60                
Vardas36219      Pavardė36219    5.88                6.40                
Vardas36220      Pavardė36220    7.28                7.40                
Vardas36221      Pavardė36221    5.88                5.60                
Vardas36222      Pavardė36222    7.64                7.80                
Vardas36223      Pavardė36223    5.84                6.20                
Vardas36224      Pavardė36224    7.76                7.80                
Vardas36228      Pavardė36228    6.72                6.40                
Vardas36230      Pavardė36230    6.96                7.20                
Vardas36231      Pavardė36231    7.68                7.60                
Vardas36232      Pavardė36232    5.72                5.80                
Vardas36233      Pavardė36233    7.36                7.60                
Vardas36235      Pavardė36235    5.08                5.20                
Vardas36236      Pavardė36236    7.40                7.80                
Vardas36237      Pavardė36237    6.92                6.80                
Vardas36239      Pavardė36239    6.72                6.60                
Vardas36241      Pavardė36241    5.44                5.60                
Vardas36242      Pavardė36242    5.88                5.80                
Vardas36244      Pavardė36244    5.92                6.00                
Vardas36246      Pavardė36246    6.00                6.60                
Vardas36247      Pavardė36247    7.12                7.00                
Vardas36248      Pavardė36248    7.44                7.00                
Vardas36249      Pavardė36249    6.16                6.40                
Vardas36250      Pavardė36250    5.72                6.00                
Vardas36252      Pavardė36252    7.68                7.20                
Vardas36253      Pavardė36253    8.60                9.20                
Vardas36254      Pavardė36254    6.40                6.00                
Vardas36256      Pavardė36256    7.60                7.60                
Vardas36257      Pavardė36257    5.40                5.80                
Vardas36259      Pavardė36259    7.76                7.80                
Vardas36261      Pavardė36261    5.56                5.40                
Vardas36262      Pavardė36262    6.84                6.40                
Vardas36263      Pavardė36263    7.12                7.20                
Vardas36265      Pavardė36265    5.00                5.20                
Vardas36269      Pavardė36269    8.68                9.00                
Vardas36271      Pavardė36271    6.08                5.80                
Vardas36273      Pavardė36273    6.76                6.60                
Vardas36277      Pavardė36277    8.36                8.80                
Vardas36278      Pavardė36278    5.08                5.20                
Vardas36279      Pavardė36279    8.04                8.00                
Vardas36280      Pavardė36280    7.04                7.00                
Vardas36281      Pavardė36281    7.96                8.20                
Vardas36283      Pavardė36283    7.72                7.60                
Vardas36284      Pavardė36284    5.00                5.20                
Vardas36286      Pavardė36286    6.92                6.60                
Vardas36288      Pavardė36288    5.92                5.80                
Vardas36290      Pavardė36290    6.44                6.40                
Vardas36291      Pavardė36291    7.72                7.80                
Vardas36292      Pavardė36292    7.64                8.00                
Vardas36293      Pavardė36293    6.64                6.20                
Vardas36295      Pavardė36295    5.68                5.60                
Vardas36300      Pavardė36300    5.68                6.00                
Vardas36302      Pavardė36302    5.40                5.40                
Vardas36303      Pavardė36303    5.24                5.00                
Vardas36308      Pavardė36308    8.00                7.80                
Vardas36310      Pavardė36310    5.36                5.40                
Vardas36311      Pavardė36311    5.96                6.00                
Vardas36313      Pavardė36313    8.60                9.00                
Vardas36314      Pavardė36314    6.08                6.00                
Vardas36315      Pavardė36315    5.16                5.60                
Vardas36319      Pavardė36319    6.84                6.80                
Vardas36320      Pavardė36320    8.56                8.60                
Vardas36321      Pavardė36321    6.28                6.00                
Vardas36322      Pavardė36322    5.48                5.40                
Vardas36323      Pavardė36323    6.44                6.60                
Vardas36324      Pavardė36324    5.84                5.40                
Vardas36325      Pavardė36325    7.96                8.20                
Vardas36329      Pavardė36329    8.36                8.40                
Vardas36330      Pavardė36330    8.40                8.20                
Vardas36331      Pavardė36331    5.08                5.00                
Vardas36334      Pavardė36334    7.72                7.80                
Vardas36335      Pavardė36335    5.08                4.60                
Vardas36336      Pavardė36336    5.48                5.20                
Vardas36339      Pavardė36339    7.72                7.60                
Vardas36342      Pavardė36342    6.68                6.60                
Vardas36343      Pavardė36343    6.48                6.40                
Vardas36344      Pavardė36344    7.68                7.60                
Vardas36345      Pavardė36345    7.44                7.20                
Vardas36346      Pavardė36346    8.12                8.40                
Vardas36350      Pavardė36350    6.12                6.00                
Vardas36351      Pavardė36351    5.16                5.00                
Vardas36352      Pavardė36352    6.00                6.00                
Vardas36354      Pavardė36354    7.80                7.40                
Vardas36355      Pavardė36355    6.88                6.60                
Vardas36357      Pavardė36357    7.16                7.40                
Vardas36358      Pavardė36358    6.40                7.00                
Vardas36361      Pavardė36361    5.52                5.00                
Vardas36362      Pavardė36362    7.92                7.40                
Vardas36364      Pavardė36364    7.56                7.60                
Vardas36365      Pavardė36365    5.20                5.00                
Vardas36366      Pavardė36366    6.08                5.80                
Vardas36368      Pavardė36368    8.40                8.60                
Vardas36369      Pavardė36369    5.48                5.20                
Vardas36370      Pavardė36370    6.96                7.00                
Vardas36373      Pavardė36373    5.64                5.60                
Vardas36374      Pavardė36374    5.80                6.00                
Vardas36375      Pavardė36375    6.84                7.20                
Vardas36376      Pavardė36376    5.96                6.40                
Vardas36379      Pavardė36379    6.88                6.80                
Vardas36381      Pavardė36381    6.92                7.00                
Vardas36382      Pavardė36382    5.72                5.80                
Vardas36385      Pavardė36385    5.68                5.60                
Vardas36386      Pavardė36386    5.48                5.00                
Vardas36387      Pavardė36387    6.20                6.00                
Vardas36388      Pavardė36388    6.40                6.40                
Vardas36392      Pavardė36392    7.84                8.00                
Vardas36394      Pavardė36394    5.52                5.40                
Vardas36395      Pavardė36395    5.76                6.20                
Vardas36396      Pavardė36396    6.76                6.60                
Vardas36399      Pavardė36399    5.68                5.00                
Vardas36400      Pavardė36400    6.52                6.20                
Vardas36401      Pavardė36401    8.44                8.40                
Vardas36402      Pavardė36402    6.92                7.40                
Vardas36403      Pavardė36403    6.36                6.40                
Vardas36405      Pavardė36405    5.12                5.00                
Vardas36406      Pavardė36406    6.80                6.00                
Vardas36407      Pavardė36407    7.16                7.40                
Vardas36408      Pavardė36408    5.68                6.00                
Vardas36409      Pavardė36409    6.12                6.40                
Vardas36410      Pavardė36410    5.68                5.80                
Vardas36411      Pavardė36411    5.80                5.60                
Vardas36412      Pavardė36412    5.24                5.40                
Vardas36418      Pavardė36418    7.24                7.40                
Vardas36420      Pavardė36420    7.16                7.40                
Vardas36421      Pavardė36421    6.12                6.40                
Vardas36422      Pavardė36422    6.92                7.20                
Vardas36423      Pavardė36423    6.36                6.40                
Vardas36426      Pavardė36426    5.56                5.40                
Vardas36431      Pavardė36431    8.80                9.20                
Vardas36432      Pavardė36432    8.40                8.60                
Vardas36433      Pavardė36433    8.84                8.80                
Vardas36434      Pavardė36434    8.16                7.80                
Vardas36437      Pavardė36437    5.40                5.00                
Vardas36440      Pavardė36440    7.04                6.60                
Vardas36441      Pavardė36441    6.76                6.00                
Vardas36443      Pavardė36443    6.84                6.80                
Vardas36444      Pavardė36444    6.48                6.20                
Vardas36445      Pavardė36445    5.76                6.40                
Vardas36446      Pavardė36446    5.60                5.40                
Vardas36450      Pavardė36450    6.84                7.00                
Vardas36451      Pavardė36451    7.24                7.40                
Vardas36452      Pavardė36452    7.08                7.00                
Vardas36453      Pavardė36453    6.64                7.00                
Vardas36454      Pavardė36454    6.08                5.60                
Vardas36457      Pavardė36457    6.60                6.40                
Vardas36458      Pavardė36458    6.36                6.60                
Vardas36460      Pavardė36460    7.40                7.40                
Vardas36461      Pavardė36461    7.84                8.40                
Vardas36462      Pavardė36462    7.80                8.00                
Vardas36463      Pavardė36463    5.28                5.20                
Vardas36468      Pavardė36468    6.04                6.20                
Vardas36469      Pavardė36469    7.08                7.00                
Vardas36470      Pavardė36470    7.36                6.80                
Vardas36471      Pavardė36471    7.32                7.80                
Vardas36472      Pavardė36472    5.12                5.20                
Vardas36477      Pavardė36477    6.04                5.80                
Vardas36478      Pavardė36478    5.04                5.40                
Vardas36479      Pavardė36479    5.60                5.40                
Vardas36481      Pavardė36481    7.12                7.60                
Vardas36483      Pavardė36483    7.96                7.80                
Vardas36485      Pavardė36485    7.68                8.00                
Vardas36486      Pavardė36486    6.16                6.20                
Vardas36489      Pavardė36489    6.64                6.80                
Vardas36490      Pavardė36490    8.24                8.20                
Vardas36491      Pavardė36491    6.56                6.60                
Vardas36493      Pavardė36493    6.08                6.00                
Vardas36495      Pavardė36495    6.24                6.40                
Vardas36496      Pavardė36496    7.56                7.40                
Vardas36499      Pavardė36499    6.48                7.00                
Vardas36501      Pavardė36501    5.24                5.20                
Vardas36503      Pavardė36503    6.56                6.60                
Vardas36504      Pavardė36504    8.12                8.40                
Vardas36506      Pavardė36506    5.76                5.80                
Vardas36509      Pavardė36509    6.80                7.00                
Vardas36510      Pavardė36510    7.32                7.20                
Vardas36511      Pavardė36511    6.32                6.40                
Vardas36516      Pavardė36516    5.80                5.80                
Vardas36518      Pavardė36518    5.08                4.80                
Vardas36519      Pavardė36519    8.32                8.60                
Vardas36520      Pavardė36520    7.04                7.60                
Vardas36524      Pavardė36524    6.00                6.00                
Vardas36525      Pavardė36525    6.88                7.00                
Vardas36526      Pavardė36526    5.48                5.60                
Vardas36527      Pavardė36527    7.04                7.00                
Vardas36528      Pavardė36528    7.48                7.60                
Vardas36529      Pavardė36529    5.84                5.80                
Vardas36535      Pavardė36535    7.92                8.40                
Vardas36536      Pavardė36536    5.80                5.80                
Vardas36537      Pavardė36537    7.68                7.80                
Vardas36539      Pavardė36539    6.92                7.20                
Vardas36541      Pavardė36541    5.20                5.40                
Vardas36542      Pavardė36542    7.72                7.40                
Vardas36544      Pavardė36544    7.12                7.00                
Vardas36545      Pavardė36545    8.16                8.20                
Vardas36548      Pavardė36548    6.04                6.00                
Vardas36549      Pavardė36549    5.76                5.80                
Vardas36551      Pavardė36551    7.72                8.00                
Vardas36552      Pavardė36552    6.40                6.40                
Vardas36553      Pavardė36553    8.00                8.20                
Vardas36554      Pavardė36554    7.28                7.40                
Vardas36555      Pavardė36555    7.24                7.00                
Vardas36556      Pavardė36556    8.12                7.60                
Vardas36557      Pavardė36557    6.76                6.80                
Vardas36560      Pavardė36560    5.00                4.80                
Vardas36562      Pavardė36562    7.12                7.60                
Vardas36563      Pavardė36563    6.48                6.80                
Vardas36564      Pavardė36564    7.68                7.80                
Vardas36567      Pavardė36567    7.28                7.00                
Vardas36568      Pavardė36568    5.88                5.00                
Vardas36569      Pavardė36569    5.88                6.00                
Vardas36570      Pavardė36570    6.20                6.80                
Vardas36572      Pavardė36572    5.48                5.40                
Vardas36576      Pavardė36576    8.92                9.20                
Vardas36581      Pavardė36581    5.64                5.80                
Vardas36582      Pavardė36582    5.56                5.60                
Vardas36584      Pavardė36584    6.28                6.40                
Vardas36585      Pavardė36585    5.36                5.20                
Vardas36586      Pavardė36586    5.44                5.40                
Vardas36587      Pavardė36587    6.28                6.40                
Vardas36588      Pavardė36588    7.92                8.00                
Vardas36589      Pavardė36589    6.04                6.40                
Vardas36593      Pavardė36593    8.08                8.00                
Vardas36595      Pavardė36595    8.80                8.80                
Vardas36596      Pavardė36596    7.96                7.80                
Vardas36597      Pavardė36597    6.00                6.20                
Vardas36600      Pavardė36600    6.20                6.00                
Vardas36601      Pavardė36601    5.72                5.80                
Vardas36604      Pavardė36604    7.52                7.40                
Vardas36606      Pavardė36606    7.20                7.60                
Vardas36608      Pavardė36608    5.12                5.20                
Vardas36609      Pavardė36609    5.80                5.60                
Vardas36612      Pavardė36612    5.36                5.40                
Vardas36613      Pavardė36613    6.44                6.60                
Vardas36614      Pavardė36614    7.88                7.80                
Vardas36616      Pavardė36616    8.16                8.20                
Vardas36620      Pavardė36620    6.24                6.00                
Vardas36621      Pavardė36621    5.32                5.20                
Vardas36622      Pavardė36622    8.84                9.00                
Vardas36623      Pavardė36623    6.04                6.00                
Vardas36625      Pavardė36625    7.64                7.40                
Vardas36626      Pavardė36626    8.88                9.20                
Vardas36627      Pavardė36627    7.92                8.00                
Vardas36628      Pavardė36628    6.08                5.80                
Vardas36629      Pavardė36629    5.16                5.00                
Vardas36632      Pavardė36632    6.24                5.80                
Vardas36633      Pavardė36633    7.56                7.80                
Vardas36634      Pavardė36634    6.08                6.20                
Vardas36637      Pavardė36637    5.96                5.80                
Vardas36639      Pavardė36639    5.96                5.60                
Vardas36640      Pavardė36640    6.84                6.60                
Vardas36641      Pavardė36641    7.80                7.60                
Vardas36642      Pavardė36642    7.96                7.80                
Vardas36643      Pavardė36643    7.36                7.40                
Vardas36645      Pavardė36645    7.20                7.20                
Vardas36646      Pavardė36646    8.64                8.80                
Vardas36647      Pavardė36647    5.20                5.40                
Vardas36651      Pavardė36651    6.64                6.40                
Vardas36655      Pavardė36655    7.60                7.40                
Vardas36657      Pavardė36657    7.76                7.80                
Vardas36658      Pavardė36658    7.36                7.40                
Vardas36659      Pavardė36659    6.48                6.60                
Vardas36660      Pavardė36660    6.84                7.00                
Vardas36661      Pavardė36661    7.00                6.80                
Vardas36663      Pavardė36663    5.64                5.40                
Vardas36664      Pavardė36664    7.60                7.20                
Vardas36666      Pavardė36666    6.16                6.20                
Vardas36668      Pavardė36668    7.76                8.20                
Vardas36669      Pavardė36669    5.32                5.60                
Vardas36672      Pavardė36672    6.08                5.80                
Vardas36675      Pavardė36675    6.64                6.40                
Vardas36678      Pavardė36678    7.68                7.80                
Vardas36679      Pavardė36679    6.40                6.40                
Vardas36680      Pavardė36680    8.84                8.80                
Vardas36683      Pavardė36683    7.04                7.00                
Vardas36685      Pavardė36685    7.44                7.00                
Vardas36686      Pavardė36686    8.56                8.60                
Vardas36687      Pavardė36687    7.60                7.40                
Vardas36688      Pavardė36688    6.32                6.80                
Vardas36689      Pavardė36689    7.28                7.00                
Vardas36690      Pavardė36690    6.28                6.60                
Vardas36691      Pavardė36691    5.36                5.20                
Vardas36693      Pavardė36693    6.48                7.00                
Vardas36694      Pavardė36694    5.44                5.40                
Vardas36697      Pavardė36697    8.00                8.00                
Vardas36698      Pavardė36698    8.12                7.80                
Vardas36699      Pavardė36699    6.60                6.40                
Vardas36701      Pavardė36701    8.04                8.00                
Vardas36704      Pavardė36704    7.92                8.00                
Vardas36705      Pavardė36705    5.32                5.20                
Vardas36706      Pavardė36706    5.32                5.00                
Vardas36707      Pavardė36707    8.60                8.60                
Vardas36708      Pavardė36708    7.56                7.60                
Vardas36709      Pavardė36709    6.24                6.20                
Vardas36710      Pavardė36710    6.56                6.20                
Vardas36713      Pavardė36713    5.84                5.60                
Vardas36715      Pavardė36715    6.04                6.20                
Vardas36716      Pavardė36716    5.20                5.00                
Vardas36717      Pavardė36717    6.56                6.40                
Vardas36718      Pavardė36718    6.56                6.60                
Vardas36719      Pavardė36719    6.24                6.20                
Vardas36722      Pavardė36722    7.52                7.40                
Vardas36725      Pavardė36725    5.96                6.00                
Vardas36726      Pavardė36726    7.16                6.80                
Vardas36729      Pavardė36729    6.64                6.20                
Vardas36731      Pavardė36731    5.64                5.80                
Vardas36737      Pavardė36737    7.32                7.00                
Vardas36739      Pavardė36739    5.12                5.00                
Vardas36740      Pavardė36740    7.04                6.80                
Vardas36742      Pavardė36742    5.16                5.20                
Vardas36744      Pavardė36744    5.76                6.20                
Vardas36746      Pavardė36746    8.24                8.60                
Vardas36747      Pavardė36747    8.28                8.40                
Vardas36748      Pavardė36748    6.60                7.00                
Vardas36751      Pavardė36751    8.24                8.00                
Vardas36754      Pavardė36754    8.00                8.60                
Vardas36755      Pavardė36755    8.04                8.40                
Vardas36756      Pavardė36756    5.08                5.00                
Vardas36757      Pavardė36757    5.84                6.00                
Vardas36761      Pavardė36761    6.24                6.60                
Vardas36762      Pavardė36762    6.80                6.40                
Vardas36763      Pavardė36763    7.20                7.60                
Vardas36764      Pavardė36764    7.64                8.00                
Vardas36765      Pavardė36765    7.92                8.00                
Vardas36766      Pavardė36766    6.84                7.20                
Vardas36767      Pavardė36767    6.68                6.60                
Vardas36768      Pavardė36768    8.04                8.20                
Vardas36769      Pavardė36769    8.16                8.20                
Vardas36770      Pavardė36770    5.64                5.80                
Vardas36773      Pavardė36773    5.44                5.40                
Vardas36775      Pavardė36775    5.00                5.20                
Vardas36777      Pavardė36777    5.04                5.00                
Vardas36778      Pavardė36778    6.52                6.00                
Vardas36781      Pavardė36781    8.60                9.00                
Vardas36782      Pavardė36782    6.88                6.60                
Vardas36783      Pavardė36783    7.04                7.20                
Vardas36784      Pavardė36784    5.24                4.80                
Vardas36785      Pavardė36785    7.60                7.80                
Vardas36786      Pavardė36786    6.28                6.40                
Vardas36788      Pavardė36788    5.16                5.60                
Vardas36789      Pavardė36789    5.24                5.40                
Vardas36790      Pavardė36790    6.28                6.00                
Vardas36791      Pavardė36791    7.08                7.40                
Vardas36792      Pavardė36792    6.48                6.60                
Vardas36794      Pavardė36794    5.16                5.20                
Vardas36795      Pavardė36795    7.32                6.80                
Vardas36798      Pavardė36798    5.12                5.40                
Vardas36802      Pavardė36802    7.00                7.20                
Vardas36803      Pavardė36803    6.28                6.40                
Vardas36808      Pavardė36808    7.24                7.00                
Vardas36810      Pavardė36810    7.52                7.00                
Vardas36811      Pavardė36811    7.24                7.00                
Vardas36813      Pavardė36813    6.16                6.40                
Vardas36814      Pavardė36814    5.52                5.80                
Vardas36815      Pavardė36815    5.60                5.40                
Vardas36816      Pavardė36816    5.80                5.60                
Vardas36817      Pavardė36817    7.36                7.40                
Vardas36819      Pavardė36819    5.00                4.80                
Vardas36820      Pavardė36820    6.00                6.20                
Vardas36821      Pavardė36821    5.64                6.20                
Vardas36823      Pavardė36823    6.08                6.20                
Vardas36827      Pavardė36827    7.28                7.20                
Vardas36828      Pavardė36828    5.60                5.40                
Vardas36829      Pavardė36829    7.96                7.20                
Vardas36830      Pavardė36830    5.40                5.60                
Vardas36831      Pavardė36831    5.04                5.20                
Vardas36833      Pavardė36833    7.04                7.20                
Vardas36834      Pavardė36834    7.36                7.40                
Vardas36836      Pavardė36836    6.84                6.20                
Vardas36837      Pavardė36837    6.92                6.80                
Vardas36838      Pavardė36838    8.76                9.00                
Vardas36840      Pavardė36840    8.52                9.00                
Vardas36842      Pavardė36842    7.76                7.40                
Vardas36844      Pavardė36844    7.84                7.40                
Vardas36846      Pavardė36846    7.28                7.40                
Vardas36847      Pavardė36847    5.48                5.20                
Vardas36848      Pavardė36848    5.88                5.80                
